topology_id,phase_b_outcome,total_jobs,completed_jobs,success_jobs,skipped_jobs,failed_jobs,metric_jobs,train_seed_min,train_seed_max,train_sample_count,validation_sample_count,test_sample_count,mean_spoplus_improvement_gap,median_spoplus_improvement_gap,std_spoplus_improvement_gap,min_spoplus_improvement_gap,max_spoplus_improvement_gap,max_abs_spoplus_improvement_gap,mean_abs_spoplus_improvement_gap,p10_spoplus_improvement_gap,p90_spoplus_improvement_gap,better_count,worse_count,tied_count,fraction_spoplus_better,fraction_spoplus_worse,fraction_tied,mean_test_gap_2stage,mean_test_gap_spoplus,mean_test_normalized_gap_2stage,mean_test_normalized_gap_spoplus,mean_spoplus_improvement_normalized_gap,mean_success_elapsed_seconds,median_success_elapsed_seconds,phase_b_selection_rank,complexity_bin,structural_type,landscape_regime,screening_score,phase_b_selection_reason,num_exchange_candidates,num_cycles_total,num_3cycles,num_chains_total,candidate_conflict_density,mean_candidates_per_vertex,num_distinct_oracle_solutions,oracle_solution_entropy,dominant_oracle_solution_fraction,fraction_linear_proxy_differs_from_oracle,mean_linear_proxy_normalized_gap_to_oracle,median_top1_top2_margin,mean_pairwise_oracle_jaccard
G-642,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.08442518520355224,0.08442518520355224,0.00469864356050992,0.00469864356050992,0.0,19.1692,19.28,23,sparse_simple,cycle_chain,high_variance,0.3772246,quota_sparse_simple:cycle_chain:high_variance,5,3,1,2,0.4,0.5,4,0.8079534519149622,0.72,0.28,0.004916456561196137,0.018950000000000244,0.7742424242424243
G-658,mixed,50,50,50,0,0,50,1,50,40,10,1000,-0.038301945810318004,0.0,0.8897470649742972,-3.0250731177330015,3.0250731177330015,3.0250731177330015,0.2803077952289581,0.0,0.0,2,3,45,0.04,0.06,0.9,0.40789322593688965,0.44619517174720763,0.03728543070875744,0.04009958551153474,-0.0028141548027772927,20.7788,20.82,5,sparse_simple,cycle_chain,neutral,0.32424705,quota_sparse_simple:cycle_chain:neutral,8,3,1,5,0.75,0.9545454545454546,3,0.5236608378573794,0.85,0.15,0.01530855523639464,1.3275000000000006,0.808
G-661,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.3340806140899658,0.3340806140899658,0.008152293375060623,0.008152293375060623,0.0,19.8238,19.85,43,low_medium,chain_only,proxy_aligned,0.19380544,quota_low_medium:chain_only:proxy_aligned,15,0,0,15,0.5714285714285714,1.7727272727272727,2,0.2787693717685874,0.92,0.08,0.00634477460437131,0.5402500000000039,0.9008754208754208
G-663,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.20429768562316894,0.20429768562316894,0.006521359074389703,0.006521359074389703,0.0,31.927,31.865000000000002,128,rich,cycle_chain,neutral,0.45917725,quota_rich:cycle_chain:neutral,47,6,2,41,0.9074930619796485,7.7272727272727275,3,0.5390436993301821,0.84,0.16,0.0067501899805009966,1.8800500000000007,0.8567171717171717
G-669,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.115,21.095,90,medium_rich,chain_only,easy_control,0.11772343,quota_medium_rich:chain_only:easy_control,21,0,0,21,0.6190476190476191,2.6818181818181817,1,0.0,1.0,0.0,0.0,8.330600000000004,1.0
G-670,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0864,30.03,99,medium_rich,cycle_chain,easy_control,0.28014351,quota_medium_rich:cycle_chain:easy_control,37,4,2,33,0.8873873873873874,6.318181818181818,1,0.0,1.0,0.0,0.0,10.127349999999996,1.0
G-680,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.39297321701049803,0.39297321701049803,0.007911391904831193,0.007911391904831193,0.0,20.107,20.119999999999997,25,sparse_simple,cycle_chain,neutral,0.31379021,quota_sparse_simple:cycle_chain:neutral,8,1,0,7,0.6428571428571429,0.8636363636363636,3,0.6260296940641805,0.73,0.27,0.005957872147384727,1.6853999999999978,0.8346936026936027
G-687,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.027794708251953126,0.027794708251953126,0.0005051169673307565,0.0005051169673307565,0.0,28.5582,28.55,138,rich,cycle_chain,proxy_aligned,0.36847519,quota_rich:cycle_chain:proxy_aligned,50,4,1,46,0.8865306122448979,8.0,2,0.1985152433458726,0.95,0.05,0.0005468872811323386,4.5351,0.9725829725829725
G-689,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,1.5760453071594238,1.5760453071594238,0.01844253306238341,0.01844253306238341,0.0,27.2036,27.18,116,rich,cycle_chain,neutral,0.50182136,quota_rich:cycle_chain:neutral,41,1,0,40,0.8841463414634146,6.7727272727272725,3,0.7630743613318876,0.63,0.37,0.023342617440872106,5.948350000000005,0.8624242424242424
G-690,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,1.6431130199432373,1.6431130199432373,0.034130864794321446,0.034130864794321446,0.0,18.680600000000002,18.67,3,sparse_simple,cycle_chain,high_variance,0.43991391,quota_sparse_simple:cycle_chain:high_variance,6,3,2,3,0.26666666666666666,0.6363636363636364,3,0.9408915620087186,0.51,0.49,0.035891028481799446,3.0705500000000043,0.6794805194805195
G-692,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,6.104258560180664,6.104258560180664,0.08863467546418355,0.08863467546418355,0.0,29.0904,29.075,107,rich,chain_only,proxy_hard,0.77005195,quota_rich:chain_only:proxy_hard,63,0,0,63,0.8131080389144906,10.954545454545455,6,1.1750597618455703,0.54,0.84,0.09574209798541253,2.0197999999999965,0.7012690541781451
G-700,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,6.638821178436279,6.638821178436279,0.07139907066995425,0.07139907066995425,0.0,42.4672,42.39,150,extreme,cycle_chain,proxy_hard,0.87411935,quota_extreme:all_available,120,1,1,119,0.7928571428571428,21.181818181818183,11,1.5443170722541117,0.47,0.94,0.06603211254723497,1.3418500000000009,0.6801673287430863
G-701,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,2.2504731674194334,2.2504731674194334,0.03635024344156433,0.03635024344156433,0.0,29.636400000000002,29.52,115,rich,cycle_chain,high_variance,0.67016147,quota_rich:cycle_chain:high_variance,66,2,1,64,0.8251748251748252,11.045454545454545,4,1.074120235492614,0.58,0.42,0.035123596722926455,2.317200000000007,0.6526813590449955
G-705,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.00992910385131836,0.00992910385131836,0.00015744417058456627,0.00015744417058456627,0.0,19.7582,19.78,53,low_medium,chain_only,proxy_aligned,0.19138759,quota_low_medium:chain_only:proxy_aligned,12,0,0,12,0.7424242424242424,1.6363636363636365,2,0.25363894692169137,0.93,0.07,8.076608981223369e-05,0.33684999999999476,0.9561616161616161
G-706,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.8734748048782348,0.8734748048782348,0.04554494914672568,0.04554494914672568,0.0,19.2184,19.21,24,sparse_simple,chain_only,high_variance,0.38976329,quota_sparse_simple:chain_only:high_variance,7,0,0,7,0.5714285714285714,0.6818181818181818,4,0.8777556281327217,0.52,0.48,0.037864080706986346,0.9428500000000009,0.6968350168350168
G-716,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.8391033477783203,0.8391033477783203,0.007137090857133062,0.007137090857133062,0.0,28.252,28.25,110,rich,cycle_chain,neutral,0.52583722,quota_rich:cycle_chain:neutral,42,2,1,40,0.7526132404181185,7.136363636363637,3,0.7630743613318876,0.63,0.37,0.0073701604528502935,0.8766499999999979,0.8080512820512821
G-723,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,2.092331600189209,2.092331600189209,0.029771172566969838,0.029771172566969838,0.0,30.3106,30.335,63,medium_rich,cycle_chain,high_variance,0.63900285,quota_medium_rich:cycle_chain:high_variance,39,5,2,34,0.7584345479082322,6.818181818181818,7,1.450234701540738,0.51,0.49,0.02859924386898499,1.2732499999999973,0.594939417484872
G-730,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,1.8007325172424316,1.8007325172424316,0.028784452086719262,0.028784452086719262,0.0,22.7594,22.765,109,rich,chain_only,high_variance,0.57133826,quota_rich:chain_only:high_variance,44,0,0,44,0.9312896405919662,7.5,7,1.3813155649413478,0.58,0.42,0.03342033241816941,2.440050000000003,0.5942111592111592
G-740,helpful,50,50,50,0,0,50,1,50,40,10,1000,0.8947292241096495,0.994143582344055,0.2982430747032165,0.0,0.994143582344055,0.994143582344055,0.8947292241096495,0.8947292241096498,0.994143582344055,45,0,5,0.9,0.0,0.1,9.96440468597412,9.06967546186447,0.31554925416076324,0.2863464607407408,0.029202793420022393,25.3544,25.325,71,medium_rich,cycle_chain,proxy_hard,0.8050817,quota_medium_rich:cycle_chain:proxy_hard,30,3,0,27,0.7885057471264367,4.545454545454546,9,1.6299666549760814,0.38,0.98,0.26707358688972477,0.645900000000001,0.4893523328523328
G-742,mixed,50,50,50,0,0,50,1,50,40,10,1000,0.4732515467834473,0.0,0.8911031995527225,0.0,2.151143394470215,2.151143394470215,0.4732515467834473,0.0,2.151143394470215,11,0,39,0.22,0.0,0.78,3.4532626085281373,2.98001106174469,0.11875588046938422,0.1031277169292788,0.015628163540105416,20.7938,20.805,57,low_medium,chain_only,proxy_hard,0.66474301,quota_low_medium:chain_only:proxy_hard,18,0,0,18,0.869281045751634,2.409090909090909,4,1.131955757728163,0.55,0.83,0.13313823577467412,1.616200000000001,0.527014911014911
G-744,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.03659779739379883,0.03659779739379883,0.000753688501228514,0.000753688501228514,0.0,21.8634,21.835,88,medium_rich,chain_only,proxy_aligned,0.20934128,quota_medium_rich:chain_only:proxy_aligned,28,0,0,28,0.8968253968253969,4.045454545454546,2,0.167944147734173,0.96,0.04,0.0008384719629961773,3.2163000000000004,0.9741414141414141
G-745,helpful,50,50,50,0,0,50,1,50,40,10,1000,6.04939255142212,6.04939255142212,0.0,6.04939255142212,6.04939255142212,6.04939255142212,6.04939255142212,6.04939255142212,6.04939255142212,50,0,0,1.0,0.0,0.0,12.689516883850098,6.640124332427979,0.2562252365637404,0.13323747264306565,0.12298776392067476,22.8188,22.82,37,low_medium,chain_only,proxy_hard,0.68411692,quota_low_medium:chain_only:proxy_hard,20,0,0,20,0.6631578947368421,2.8181818181818183,10,1.7874833427010508,0.36,0.9,0.1521033182785674,1.3917499999999983,0.47465207631874295
G-752,helpful,50,50,50,0,0,50,1,50,40,10,1000,4.161360805511476,4.161360805511476,0.0,4.161360805511476,4.161360805511476,4.161360805511476,4.161360805511476,4.161360805511476,4.161360805511476,50,0,0,1.0,0.0,0.0,17.842864368438722,13.681503562927245,0.16252510349974802,0.12517538510873252,0.0373497183910155,28.846799999999998,28.845,139,rich,cycle_chain,proxy_hard,0.88700808,quota_rich:cycle_chain:proxy_hard,51,3,2,48,0.6737254901960784,8.636363636363637,8,1.6526166661516974,0.44,0.99,0.12933971755031992,1.5400000000000134,0.6491278183096365
G-757,mixed,50,50,50,0,0,50,1,50,40,10,1000,1.2961245959281917,0.0,3.8883737877845754,0.0,12.961245959281918,12.961245959281918,1.2961245959281917,0.0,1.2961245959282102,5,0,45,0.1,0.0,0.9,43.28389002895355,41.98776543302536,0.589337651125609,0.570323937647852,0.019013713477756898,22.1568,22.155,62,medium_rich,chain_only,proxy_hard,0.73368827,quota_medium_rich:chain_only:proxy_hard,29,0,0,29,0.6379310344827587,3.772727272727273,8,1.3211157315568038,0.5,0.98,0.4116180336813719,0.6853499999999926,0.5573302068302068
G-765,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,2.7075801734924316,2.7075801734924316,0.03717893646140794,0.03717893646140794,0.0,39.683,39.675,147,extreme,cycle_chain,proxy_hard,0.92648438,quota_extreme:all_available,112,3,1,109,0.73503861003861,19.272727272727273,6,1.0659676249136847,0.52,1.0,0.14410802635943434,1.4975000000000094,0.780048396048396
G-767,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,1.1488566570281982,1.1488566570281982,0.02881314387061284,0.02881314387061284,0.0,19.8836,19.88,39,low_medium,chain_only,high_variance,0.45503813,quota_low_medium:chain_only:high_variance,15,0,0,15,0.9142857142857143,2.0454545454545454,3,0.9999439247076984,0.55,0.45,0.03961383608268629,1.415700000000001,0.6637037037037037
G-784,helpful,50,50,50,0,0,50,1,50,40,10,1000,10.852437385559082,10.852437385559082,0.0,10.852437385559082,10.852437385559082,10.852437385559082,10.852437385559082,10.852437385559082,10.852437385559082,50,0,0,1.0,0.0,0.0,11.758765476226806,0.9063280906677246,0.18066300554907036,0.01475358626973372,0.16590941927933664,28.8194,28.8,137,rich,cycle_chain,high_variance,0.61472487,quota_rich:cycle_chain:high_variance,58,12,6,46,0.8584392014519057,9.818181818181818,6,1.0476117092592392,0.64,0.36,0.011164366985721617,1.5585499999999968,0.670716488898307
G-789,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,3.777133195877075,3.777133195877075,0.08916020125369169,0.08916020125369169,0.0,23.364,23.295,56,low_medium,cycle_chain,proxy_hard,0.71479529,quota_low_medium:cycle_chain:proxy_hard,17,1,1,16,0.8897058823529411,2.5454545454545454,6,1.7787053699024375,0.2,0.8,0.09094563260601565,1.5266500000000018,0.5205348725348725
G-792,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,1.576390110015869,1.576390110015869,0.025220701302284446,0.025220701302284446,0.0,38.2914,38.265,154,extreme,cycle_chain,high_variance,0.72402283,quota_extreme:all_available,155,9,5,146,0.9494763301214915,28.954545454545453,10,1.638794282504742,0.53,0.47,0.0256456675060615,2.965850000000003,0.5629792368125701
G-800,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.5360081253051758,0.5360081253051758,0.005148415667396528,0.005148415667396528,0.0,25.833,25.77,133,rich,cycle_chain,neutral,0.40410319,quota_rich:cycle_chain:neutral,49,3,2,46,0.7772108843537415,8.0,2,0.3669249912727096,0.88,0.12,0.004536522896418816,6.32439999999999,0.9146666666666666
G-805,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,1.020583423614502,1.020583423614502,0.04981470816389955,0.04981470816389955,0.0,18.7588,18.82,6,sparse_simple,chain_only,neutral,0.35996301,quota_sparse_simple:chain_only:neutral,5,0,0,5,0.7,0.5454545454545454,3,0.791932514445844,0.62,0.38,0.04848129655268817,2.6697499999999996,0.6453872053872054
G-808,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,7.357633895874024,7.357633895874024,0.058770969059768925,0.058770969059768925,0.0,24.5496,24.619999999999997,136,rich,chain_only,proxy_hard,0.5488768,quota_rich:chain_only:proxy_hard,44,0,0,44,0.6131078224101479,7.045454545454546,2,0.42270908780599087,0.85,0.85,0.06830036822734838,2.8900000000000006,0.8712121212121212
G-810,helpful,50,50,50,0,0,50,1,50,40,10,1000,21.856757759094236,21.856757759094236,0.0,21.856757759094236,21.856757759094236,21.856757759094236,21.856757759094236,21.856757759094236,21.856757759094236,50,0,0,1.0,0.0,0.0,22.268934242248534,0.4121764831542969,0.15439322340735856,0.0031361365156646302,0.15125708689169393,33.5992,33.495000000000005,158,extreme,cycle_chain,high_variance,0.47927958,quota_extreme:all_available,90,2,2,88,0.7470661672908864,16.727272727272727,5,0.4698198801127603,0.89,0.11,0.0015633099384716287,2.3207499999999897,0.919735631371995
G-825,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,5.704087209701538,5.704087209701538,0.10567587549435593,0.10567587549435593,0.0,34.3134,34.265,125,rich,cycle_chain,proxy_hard,0.90646864,quota_rich:cycle_chain:proxy_hard,64,2,1,62,0.9692460317460317,11.272727272727273,5,1.1685440233307847,0.42,0.89,0.1181680301715888,1.41995,0.672015392015392
G-833,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,1.9686604766845703,1.9686604766845703,0.03479990429259339,0.03479990429259339,0.0,26.2306,26.19,95,medium_rich,cycle_chain,neutral,0.47979666,quota_medium_rich:cycle_chain:neutral,32,3,1,29,0.9576612903225806,5.136363636363637,3,0.7190525090119149,0.75,0.25,0.02863138844769735,5.57095,0.7468350168350169
G-836,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,7.575138854980469,7.575138854980469,0.11731283919188229,0.11731283919188229,0.0,22.9454,22.93,72,medium_rich,chain_only,proxy_hard,0.71216285,quota_medium_rich:chain_only:proxy_hard,39,0,0,39,0.6329284750337382,5.590909090909091,9,1.6316135710535047,0.34,0.71,0.10966816268123449,0.08229999999999293,0.4318555395222062
G-846,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.4532402229309082,0.4532402229309082,0.016809628622725427,0.016809628622725427,0.0,20.1072,20.145,49,low_medium,chain_only,high_variance,0.43495694,quota_low_medium:chain_only:high_variance,10,0,0,10,0.7333333333333333,1.2272727272727273,3,0.9978737678714716,0.52,0.48,0.022025508026194046,0.05579999999999785,0.5953131313131313
G-848,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.1678,20.17,19,sparse_simple,cycle_chain,easy_control,0.17390543,quota_sparse_simple:cycle_chain:easy_control,8,1,0,7,0.7857142857142857,0.9545454545454546,1,0.0,1.0,0.0,0.0,0.3263999999999996,1.0
G-869,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,1.6975915679931641,1.6975915679931641,0.022097098527291,0.022097098527291,0.0,33.018,33.02,121,rich,cycle_chain,high_variance,0.65245685,quota_rich:cycle_chain:high_variance,64,3,1,61,0.8189484126984127,11.227272727272727,9,1.2012966242585348,0.64,0.36,0.02381304651655379,5.269849999999991,0.6175572143905477
G-887,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.006423809051513672,0.006423809051513672,9.959408534599006e-05,9.959408534599006e-05,0.0,32.8936,32.76,160,extreme,cycle_chain,proxy_aligned,0.38291629,quota_extreme:all_available,92,3,1,89,0.7883420926899187,15.909090909090908,2,0.056001534354847345,0.99,0.01,0.0005974844696679181,5.606350000000006,0.9866666666666667
G-897,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,8.191033973693848,8.191033973693848,0.12745198741388047,0.12745198741388047,0.0,30.3866,30.415,119,rich,cycle_chain,proxy_hard,0.90718301,quota_rich:cycle_chain:proxy_hard,67,3,1,64,0.9167797376752601,11.545454545454545,8,1.0908267417905988,0.71,0.97,0.12818759828098047,2.8428499999999985,0.6753508898508899
G-901,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,1.6062335510253907,1.6062335510253907,0.018790365677784755,0.018790365677784755,0.0,27.3054,27.305,127,rich,cycle_chain,high_variance,0.63786874,quota_rich:cycle_chain:high_variance,51,3,1,48,0.8415686274509804,8.681818181818182,6,1.1662272640480478,0.59,0.41,0.016235603488446163,1.4934499999999957,0.7334598510356086
G-912,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.004842903137207031,0.004842903137207031,0.00010375142537106193,0.00010375142537106193,0.0,24.1122,24.155,70,medium_rich,chain_only,easy_control,0.19469788,quota_medium_rich:chain_only:easy_control,35,0,0,35,0.8907563025210085,5.181818181818182,1,0.0,1.0,0.0,0.0,3.009149999999998,1.0
G-919,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,11.032300956726074,11.032300956726074,0.09068387961487236,0.09068387961487236,0.0,34.291,34.285,149,extreme,cycle_chain,proxy_hard,0.88822652,quota_extreme:all_available,87,5,1,82,0.8650093557872227,15.545454545454545,8,1.7717947831284715,0.3,0.87,0.08668725242565994,1.5951499999999825,0.5883863969924576
G-921,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.3812,30.345,112,rich,cycle_chain,easy_control,0.335603,quota_rich:cycle_chain:easy_control,44,2,2,42,0.8900634249471459,8.045454545454545,1,0.0,1.0,0.0,4.0435210412168536e-17,0.5674999999999955,1.0
G-922,helpful,50,50,50,0,0,50,1,50,40,10,1000,3.204614049911499,3.204614049911499,0.0,3.204614049911499,3.204614049911499,3.204614049911499,3.204614049911499,3.2046140499114983,3.204614049911499,50,0,0,1.0,0.0,0.0,3.296274309158325,0.09166025924682618,0.06223969667161447,0.0018545060932884736,0.060385190578325997,18.8444,18.89,17,sparse_simple,cycle_chain,proxy_aligned,0.1796547,quota_sparse_simple:cycle_chain:proxy_aligned,5,1,0,4,0.4,0.45454545454545453,2,0.30253782309749805,0.91,0.09,0.001166762591975561,2.961650000000006,0.9338181818181818
G-927,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,10.187027660369873,10.187027660369873,0.14213535867351462,0.14213535867351462,0.0,21.679,21.634999999999998,92,medium_rich,chain_only,proxy_hard,0.65441703,quota_medium_rich:chain_only:proxy_hard,22,0,0,22,0.7748917748917749,3.5454545454545454,4,0.8032774097764914,0.59,1.0,0.13597254367819642,2.072500000000012,0.7387734487734487
G-934,harmful,50,50,50,0,0,50,1,50,40,10,1000,-2.1002508163452145,-2.1002508163452145,0.0,-2.1002508163452145,-2.1002508163452145,2.1002508163452145,2.1002508163452145,-2.1002508163452145,-2.1002508163452145,0,50,0,0.0,1.0,0.0,4.875329166412354,6.975579982757568,0.09087929733897673,0.1279787911941423,-0.03709949385516556,33.456,33.435,106,rich,cycle_chain,proxy_hard,0.94510279,quota_rich:cycle_chain:proxy_hard,78,4,2,74,0.9144189144189144,14.181818181818182,6,1.241123135470863,0.57,0.93,0.14282241231242865,1.3697499999999998,0.6438755621482894
G-938,helpful,50,50,50,0,0,50,1,50,40,10,1000,4.528893493652344,4.528893493652344,0.0,4.528893493652344,4.528893493652344,4.528893493652344,4.528893493652344,4.528893493652344,4.528893493652344,50,0,0,1.0,0.0,0.0,4.575293537139893,0.04640004348754883,0.0503483527250267,0.0006197313719492949,0.0497286213530774,28.709,28.71,87,medium_rich,cycle_chain,proxy_aligned,0.30790914,quota_medium_rich:cycle_chain:proxy_aligned,34,2,0,32,0.7522281639928698,5.136363636363637,3,0.3339327117233709,0.91,0.09,0.0006673169776884798,2.922149999999995,0.9518877665544332
G-948,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,0.753843090057373,0.753843090057373,0.02015138714577684,0.02015138714577684,0.0,20.5542,20.585,60,low_medium,cycle_chain,neutral,0.40789962,quota_low_medium:cycle_chain:neutral,12,1,0,11,0.7575757575757576,1.8636363636363635,2,0.6899437584583995,0.54,0.46,0.019510754715560637,1.7921000000000014,0.6863636363636364
G-955,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,1.0150802249908448,1.0150802249908448,0.02978707845363929,0.02978707845363929,0.0,22.9862,22.975,102,medium_rich,cycle_chain,high_variance,0.55830406,quota_medium_rich:cycle_chain:high_variance,32,6,3,26,1.0,4.7727272727272725,4,0.9559253929549143,0.66,0.34,0.02857676163657076,0.872600000000002,0.6032525252525253
G-970,neutral,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,17.38150626373291,17.38150626373291,0.14716825491902585,0.14716825491902585,0.0,32.1332,32.03,151,extreme,cycle_chain,proxy_hard,0.84298668,quota_extreme:all_available,86,6,4,80,0.8087551299589604,15.772727272727273,6,0.7107325296039507,0.82,0.91,0.14104740221605888,4.191650000000003,0.8082179733846401
G-977,control,50,50,50,0,0,50,1,50,40,10,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,50,0.0,0.0,1.0,1.0398243236541749,1.0398243236541749,0.020858770032921803,0.020858770032921803,0.0,19.0106,19.049999999999997,13,sparse_simple,cycle_chain,high_variance,0.37766909,quota_sparse_simple:cycle_chain:high_variance,6,1,1,5,0.4,0.6363636363636364,3,0.8265376330306784,0.66,0.34,0.019478447505896633,3.185300000000005,0.7917075517075517
