topology_id,status,failure_reasons,validation_json_count,test_json_count,train_seed_dir_count,train_seed_min,train_seed_max,train_json_total,min_train_json_per_seed,max_train_json_per_seed,samples_csv_rows,samples_validation_rows,samples_test_rows,samples_train_rows,unique_sample_topology_hashes,unique_sample_label_hashes,manifest_num_sample_files,manifest_topology_hash,index_topology_hash,manifest_topology_bank_hash,index_topology_bank_hash,manifest_feasible_set_hash,index_feasible_set_hash
G-690,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,5bd85672c62cc934,5bd85672c62cc934,43974560019670e017255a093b2aef47f953cedb6af7755eab26b1e3848e0d19,43974560019670e017255a093b2aef47f953cedb6af7755eab26b1e3848e0d19,216af953273eec901706961952aa582f30f444f1923d417f911c4539f2e89175,216af953273eec901706961952aa582f30f444f1923d417f911c4539f2e89175
G-692,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,fdafac51554ff94b,fdafac51554ff94b,71ae992ff385971722a404cb4d82c5678a060ad3ad5848e8a38b5dd9d99a92a2,71ae992ff385971722a404cb4d82c5678a060ad3ad5848e8a38b5dd9d99a92a2,b394e627fa99048346f345c275bce15a2d0c49a0fd6994445123a9c3ce249bdd,b394e627fa99048346f345c275bce15a2d0c49a0fd6994445123a9c3ce249bdd
G-700,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,6977beb2c0fedabc,6977beb2c0fedabc,a5a8934403fad16fb18b35f0ea0f0b18dcce57b241f0ef05518ed204e5a5f392,a5a8934403fad16fb18b35f0ea0f0b18dcce57b241f0ef05518ed204e5a5f392,03503b58a9e2383f3e34a69a45f4840bae9a356104949efc34f284875cc57443,03503b58a9e2383f3e34a69a45f4840bae9a356104949efc34f284875cc57443
G-701,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,5e39ee5a6dc62c16,5e39ee5a6dc62c16,4321dca71fd475c892707dccd9101b9e6af695f4336a8aeb9f43aebc4ce4ad3c,4321dca71fd475c892707dccd9101b9e6af695f4336a8aeb9f43aebc4ce4ad3c,cdd31d7a973125da0e4dbc5d26f80a0c103c6b632a2d5997d6c0cef283fe464b,cdd31d7a973125da0e4dbc5d26f80a0c103c6b632a2d5997d6c0cef283fe464b
G-705,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,d9ee180471631f54,d9ee180471631f54,8d95ff142013e046fd909e66278ce08d038451cc4bbfb520a9d87dc6f4c062c3,8d95ff142013e046fd909e66278ce08d038451cc4bbfb520a9d87dc6f4c062c3,01b3eeddd0a310d4a6824cdf94ea52cacda4de8bd8fb2c9c41cd3a4879dbdc14,01b3eeddd0a310d4a6824cdf94ea52cacda4de8bd8fb2c9c41cd3a4879dbdc14
G-706,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,3ac6bb5a3f7e10ef,3ac6bb5a3f7e10ef,4cdd6c8933afbfc487a59fa4b4a961e948bc3bade111234460601245cf620a93,4cdd6c8933afbfc487a59fa4b4a961e948bc3bade111234460601245cf620a93,8757d76c541da2885e4f9d073d9716bb6771f4f6a9f622b3dec1add1f3c522ff,8757d76c541da2885e4f9d073d9716bb6771f4f6a9f622b3dec1add1f3c522ff
G-716,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,281382572a424487,281382572a424487,1aa6e428dbea02af621647c16a1aaec054957b09d63dc0c66fb39fc4c4fc65f9,1aa6e428dbea02af621647c16a1aaec054957b09d63dc0c66fb39fc4c4fc65f9,e5c6000608373c421f2d5368324e2346ec6e289452c05f2b39392b06fdbf39f2,e5c6000608373c421f2d5368324e2346ec6e289452c05f2b39392b06fdbf39f2
G-723,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,27d00f0e256f3b50,27d00f0e256f3b50,07e7f12c7818c292f9119a76c13759ec50ea5fa09c043251e0b35850c36d324d,07e7f12c7818c292f9119a76c13759ec50ea5fa09c043251e0b35850c36d324d,5cdce2f8841c1e17dfc4d7cea2d8cc1317692aa7c46e314d2e4cdec5004d5754,5cdce2f8841c1e17dfc4d7cea2d8cc1317692aa7c46e314d2e4cdec5004d5754
G-730,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,fb8bc33fe9acb936,fb8bc33fe9acb936,92143983604611c8baa79f95647ec5885677748c719f5f03ba8f96329d6f031c,92143983604611c8baa79f95647ec5885677748c719f5f03ba8f96329d6f031c,df2d11859de88adccc65992efd5906b0ad252b9599c8cc45f543aa55e0464341,df2d11859de88adccc65992efd5906b0ad252b9599c8cc45f543aa55e0464341
G-740,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,e0d87913c6294a5a,e0d87913c6294a5a,4f32d13f3a3c302077927fe57fc3078ab09bd7a0aa88a54a10e857f10efc7ee3,4f32d13f3a3c302077927fe57fc3078ab09bd7a0aa88a54a10e857f10efc7ee3,c1f2827a8cf0efeb1e25d870a3030f858f872433281984e505abcc27eba91ee8,c1f2827a8cf0efeb1e25d870a3030f858f872433281984e505abcc27eba91ee8
G-742,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,de96adfe55529824,de96adfe55529824,690beef327c92e0e2ec64030cc81e30b155c318f001d856cbdee3b79b91a3076,690beef327c92e0e2ec64030cc81e30b155c318f001d856cbdee3b79b91a3076,cdce5bc80513761d1a95fd615a32078fa14aa738a5ce5376c95c38535394c49a,cdce5bc80513761d1a95fd615a32078fa14aa738a5ce5376c95c38535394c49a
G-744,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,76739f059d5dee01,76739f059d5dee01,6472054c95345ec1328f9c9c718b70be6f98fe47c6fb7b38b98514cc4a3598ed,6472054c95345ec1328f9c9c718b70be6f98fe47c6fb7b38b98514cc4a3598ed,259de2fd143f6ea238cd35c70d842dfc1a713332f6dd89c84e97814239573016,259de2fd143f6ea238cd35c70d842dfc1a713332f6dd89c84e97814239573016
G-745,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,90a93ffd31468803,90a93ffd31468803,a98226f7455267e41fac54e6cf98f04077f9b0a82a5b2655566e23de4a1fb50b,a98226f7455267e41fac54e6cf98f04077f9b0a82a5b2655566e23de4a1fb50b,a4fdf821c471d4fe35eda326a535af3e89a033f7a440a123476fc63dccbc21c9,a4fdf821c471d4fe35eda326a535af3e89a033f7a440a123476fc63dccbc21c9
G-752,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,50728d8dc39ca962,50728d8dc39ca962,dc1e226caac7036765dd5b8a9d16f8ad1812e19286b08c09d5753b672f9c6a52,dc1e226caac7036765dd5b8a9d16f8ad1812e19286b08c09d5753b672f9c6a52,bbd5b53b2c9faa5c8ba49cee473238c814fc89ea1f7a7e52586abe60845f1057,bbd5b53b2c9faa5c8ba49cee473238c814fc89ea1f7a7e52586abe60845f1057
G-757,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,e277080040687021,e277080040687021,ea5bda3e6da16bf041dc2979231ce623be94bf94005889504b32c14ee2f48c03,ea5bda3e6da16bf041dc2979231ce623be94bf94005889504b32c14ee2f48c03,bec5ed83c1039da7a27d69b828a7a213c2bdccdd7187ddd5eb83403ceb4638ea,bec5ed83c1039da7a27d69b828a7a213c2bdccdd7187ddd5eb83403ceb4638ea
G-765,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,d5b0e141b8de785b,d5b0e141b8de785b,941d04167188ba486af6064984a0d5e8570e0420ec23bb3b72557f6c3f66092f,941d04167188ba486af6064984a0d5e8570e0420ec23bb3b72557f6c3f66092f,46b3fa904934be3dc355740907742a7db155df2f9f31be666e295a2af9ffd548,46b3fa904934be3dc355740907742a7db155df2f9f31be666e295a2af9ffd548
G-767,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,61faa27c229bedc0,61faa27c229bedc0,326ab2dd3c63047c7750fdd09892464a5e8e67048be29b3ff89dfe97a33e8398,326ab2dd3c63047c7750fdd09892464a5e8e67048be29b3ff89dfe97a33e8398,d5fc3973802f300e804aac221b8bbce27aa3688a3ff33f8290121f252e3caa6a,d5fc3973802f300e804aac221b8bbce27aa3688a3ff33f8290121f252e3caa6a
G-784,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,5b04ec3a582264cb,5b04ec3a582264cb,91f491c5926831e2b8b0d97703674df866db5eed39b562f502344c7bd17b6fdd,91f491c5926831e2b8b0d97703674df866db5eed39b562f502344c7bd17b6fdd,9f63d0ff57f048b1104472fb7c7e2d75c5fbc458a3fe9e15b9a730fc1f1e4912,9f63d0ff57f048b1104472fb7c7e2d75c5fbc458a3fe9e15b9a730fc1f1e4912
G-789,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,6b86447c651d0689,6b86447c651d0689,af9bf8f16e4e4fc1b60711b4cea9f864e95b36ac3b6ad46036b4f68a656fdfbe,af9bf8f16e4e4fc1b60711b4cea9f864e95b36ac3b6ad46036b4f68a656fdfbe,9390a2af2e9069633981476508b645c7d17801fff857b23ded8a9c7179e68617,9390a2af2e9069633981476508b645c7d17801fff857b23ded8a9c7179e68617
G-792,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,faa1f42e1684a5c5,faa1f42e1684a5c5,f06fdeb24fb4b5120ca99f73c85d211b9751c5cb8324c5a329277b24a0a14931,f06fdeb24fb4b5120ca99f73c85d211b9751c5cb8324c5a329277b24a0a14931,4dfc1044919280dae8c768e6d30a99e837ecd21fc1ea29b9b99f15c8f6bf39c1,4dfc1044919280dae8c768e6d30a99e837ecd21fc1ea29b9b99f15c8f6bf39c1
G-800,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,39cd71cf942b2204,39cd71cf942b2204,3f06dee9798bf10aeed57dbb330e616b21d3c77304597e2bca68ded34b4d4f8e,3f06dee9798bf10aeed57dbb330e616b21d3c77304597e2bca68ded34b4d4f8e,e5a591bc3a7d46d45ee5f25e595a700abc551a049ffcec4f87d7279df8fcd280,e5a591bc3a7d46d45ee5f25e595a700abc551a049ffcec4f87d7279df8fcd280
G-805,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,0045d551deb6b26d,0045d551deb6b26d,1920fd26e1e600cd20fb00b3e89e80e0339ceeaabe14f24a08b1e9f0bffe2cda,1920fd26e1e600cd20fb00b3e89e80e0339ceeaabe14f24a08b1e9f0bffe2cda,713c6c2ab400f18d9f21f87565306e4db4ff63257f67398bfae954a120c37c6c,713c6c2ab400f18d9f21f87565306e4db4ff63257f67398bfae954a120c37c6c
G-808,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,9b1e37a37ca45e7c,9b1e37a37ca45e7c,e21390526cad89a907cc104c85208b3e3bfb5c75c70a3f8c5baa3cb6b0a1def9,e21390526cad89a907cc104c85208b3e3bfb5c75c70a3f8c5baa3cb6b0a1def9,5e3af3089e1ff0267aa44b2b296310da9332ae57a68769cb9e2220de147aaafd,5e3af3089e1ff0267aa44b2b296310da9332ae57a68769cb9e2220de147aaafd
G-810,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,43c8f2b6f4057b97,43c8f2b6f4057b97,958c1d0fc984f4d96f0d9bb9175df6c37338f95413bce748078993a7787561c9,958c1d0fc984f4d96f0d9bb9175df6c37338f95413bce748078993a7787561c9,cd25fd6fde8a696d0daeb453a0fed2b8492ef91606ba2962ebb6c174d778e302,cd25fd6fde8a696d0daeb453a0fed2b8492ef91606ba2962ebb6c174d778e302
G-825,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,c520d18809931c7e,c520d18809931c7e,6bceb3d3f860acd42464ba238f36a8eb737988b64ba6f5181da5af2c92a31a4b,6bceb3d3f860acd42464ba238f36a8eb737988b64ba6f5181da5af2c92a31a4b,ee381135661812d43a30411d7d247520ab88268cebff1db9d9c14b306fd6931d,ee381135661812d43a30411d7d247520ab88268cebff1db9d9c14b306fd6931d
G-833,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,0c4e89c9b9828e9a,0c4e89c9b9828e9a,8b0dbb67bf6c9c178319fa42eadd41abbc55fdffda7908a9faa64dc1a8226a15,8b0dbb67bf6c9c178319fa42eadd41abbc55fdffda7908a9faa64dc1a8226a15,931b665221a90aa743f57ce29dd766235f8f3f2f631fe455b8232ae0f3cb0590,931b665221a90aa743f57ce29dd766235f8f3f2f631fe455b8232ae0f3cb0590
G-836,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,503a18f94979e1ae,503a18f94979e1ae,2cfe765603aedda68189d6056da1b9d9c1d8aa3e0c1a4aff246eb422d4eea185,2cfe765603aedda68189d6056da1b9d9c1d8aa3e0c1a4aff246eb422d4eea185,864a30aab5da6f4de56ff3ab55b975c115cde8c939b0f88e69a3e350bb93dd20,864a30aab5da6f4de56ff3ab55b975c115cde8c939b0f88e69a3e350bb93dd20
G-846,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,2a4b08b961fce4ee,2a4b08b961fce4ee,5502364fc4e4cd3882501686f5da94d776b26b286eceadd8fa0fdc0d873489c2,5502364fc4e4cd3882501686f5da94d776b26b286eceadd8fa0fdc0d873489c2,9025bcb339946d48b8cfcf0e7a1353b6b742bbcae707608b72553ef195b745ff,9025bcb339946d48b8cfcf0e7a1353b6b742bbcae707608b72553ef195b745ff
G-848,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,235740dc3df5d681,235740dc3df5d681,ff57dee3b399ecb4890f0965c876ae647baff9e479f3c1605475ecce44ded5aa,ff57dee3b399ecb4890f0965c876ae647baff9e479f3c1605475ecce44ded5aa,dc1e50789e8f606ca3e94d9eb4c4279d59d6d3c57701a6e79e2ea6d287713969,dc1e50789e8f606ca3e94d9eb4c4279d59d6d3c57701a6e79e2ea6d287713969
G-869,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,009281f328dee4a2,009281f328dee4a2,6de9079f4f0cb6c608be84e6a9d4f478a8fb22722796fb9dd6f8f20e7b75c565,6de9079f4f0cb6c608be84e6a9d4f478a8fb22722796fb9dd6f8f20e7b75c565,63fe46a12febb74ac48dec72a5353afe282518f9c81f5f38bf4853ca45a907a9,63fe46a12febb74ac48dec72a5353afe282518f9c81f5f38bf4853ca45a907a9
G-887,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,aa6710ca6ef0135d,aa6710ca6ef0135d,165d99620da011ed0562df8fefe704baf4e53d46e3f556ae387155eb42f7d9cf,165d99620da011ed0562df8fefe704baf4e53d46e3f556ae387155eb42f7d9cf,dc92d76289c711f29a7e958d9694c355c73945873ba94dd3058d7eca3dbeaa95,dc92d76289c711f29a7e958d9694c355c73945873ba94dd3058d7eca3dbeaa95
G-897,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,c880d006e6244a33,c880d006e6244a33,3f93cbac8dbf5af883d7e3909dc6d0ba6e40c0d7d56f28752f635fa0bc4f59db,3f93cbac8dbf5af883d7e3909dc6d0ba6e40c0d7d56f28752f635fa0bc4f59db,26d2d72512e0837eb44ca7e122d2e2181bc09986b326bfa2f6906f3bd02305d3,26d2d72512e0837eb44ca7e122d2e2181bc09986b326bfa2f6906f3bd02305d3
G-901,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,9b4433e64c6bbb4b,9b4433e64c6bbb4b,cbd6aa3b6833e365bdd2ac43082dac2fa5e2cb25dfa4aaf63bce5a11a3283705,cbd6aa3b6833e365bdd2ac43082dac2fa5e2cb25dfa4aaf63bce5a11a3283705,a40907ed7f5db63ef57a6e647962c53d5f219ac5260ecd263c44645e2fcaf7ba,a40907ed7f5db63ef57a6e647962c53d5f219ac5260ecd263c44645e2fcaf7ba
G-912,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,6e5c87cfec528ad8,6e5c87cfec528ad8,136f3bceaa806c6ad7a7b9d14a7dde471aa1dd9fa177a61e2ad73de317e9db46,136f3bceaa806c6ad7a7b9d14a7dde471aa1dd9fa177a61e2ad73de317e9db46,c8ea8d1d3cd6f8fef6cafc7a3482fee623bc7a74b944eae79b9e85df73e58bcc,c8ea8d1d3cd6f8fef6cafc7a3482fee623bc7a74b944eae79b9e85df73e58bcc
G-919,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,4b44f965f9d02571,4b44f965f9d02571,8c20fffea604ac0d2c4a112ac5bd7dcfcf0a8a239474546917cb740cda4f80e3,8c20fffea604ac0d2c4a112ac5bd7dcfcf0a8a239474546917cb740cda4f80e3,8b3bdd0879986573100a5b636f3d72f2747e738fa97552a245c3e3df11433f3e,8b3bdd0879986573100a5b636f3d72f2747e738fa97552a245c3e3df11433f3e
G-921,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,d23d3afddb8fc8d8,d23d3afddb8fc8d8,17b3f6a02dca89a9132eaa7fcbaa30e415a422acd94d4133d00556fd6597a0cf,17b3f6a02dca89a9132eaa7fcbaa30e415a422acd94d4133d00556fd6597a0cf,fa11bdc61d4096cca82abe20ae878bae3ebdaeed72b0811190923945559e7c12,fa11bdc61d4096cca82abe20ae878bae3ebdaeed72b0811190923945559e7c12
G-922,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,61410edc5d0ce100,61410edc5d0ce100,1b827c0157042536dfb76f0ce31cd255b0d14988ef6de6214f2d4b4b544f6693,1b827c0157042536dfb76f0ce31cd255b0d14988ef6de6214f2d4b4b544f6693,2c8454edd732d80a64a1be27d02278335292a289a761202dfd7f00a875b2646c,2c8454edd732d80a64a1be27d02278335292a289a761202dfd7f00a875b2646c
G-927,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,91dbd4e55578b842,91dbd4e55578b842,eb3238ce972fbff771d845cee76acff722c9c5a8315ccaf01d5ecbe3898bb5af,eb3238ce972fbff771d845cee76acff722c9c5a8315ccaf01d5ecbe3898bb5af,759cfd8cab5ba62b275105f015eb5af46ec61f7abf96771cabcfe3180188a123,759cfd8cab5ba62b275105f015eb5af46ec61f7abf96771cabcfe3180188a123
G-934,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,80f40122eb88657a,80f40122eb88657a,ec22349161c2b8407fcd75085b78d03630e12212cb488ce2e486c26f4cf42b5d,ec22349161c2b8407fcd75085b78d03630e12212cb488ce2e486c26f4cf42b5d,e305feba47871cb57787c3f019f3566ba53baaed36ee0961c3d467acb2051267,e305feba47871cb57787c3f019f3566ba53baaed36ee0961c3d467acb2051267
G-938,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,afb8a6e6c079ac9a,afb8a6e6c079ac9a,dae8126e140ab3c4c2e09dea1d642ca3e3d326f72a7423505e06de01bd7ed113,dae8126e140ab3c4c2e09dea1d642ca3e3d326f72a7423505e06de01bd7ed113,342dce8318f1fa6dd80596c2164fc838aa5ba4d1178871a00c79355cad19227e,342dce8318f1fa6dd80596c2164fc838aa5ba4d1178871a00c79355cad19227e
G-948,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,83a98f69036d9398,83a98f69036d9398,ac0a4a55da23c6a96e799e2a847b02e30816d3fc4f6d238e62a209bcde018d30,ac0a4a55da23c6a96e799e2a847b02e30816d3fc4f6d238e62a209bcde018d30,326192d9247fb465942ab3d8a55cd1dce84f7f32da01aef98f51ec03f50d3790,326192d9247fb465942ab3d8a55cd1dce84f7f32da01aef98f51ec03f50d3790
G-955,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,72186d62d8dc0ab4,72186d62d8dc0ab4,068764f01cdcba7f60b8dde7e5ba0b112c019487cc1ef0ce3bf8a7c04e11d3e3,068764f01cdcba7f60b8dde7e5ba0b112c019487cc1ef0ce3bf8a7c04e11d3e3,fe64795d6f07f06404057be96362fcb3a65951d3bf7c031ac0290b193b2b25a4,fe64795d6f07f06404057be96362fcb3a65951d3bf7c031ac0290b193b2b25a4
G-970,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,504c6216081a4bb5,504c6216081a4bb5,5ea867c94c6d2df4e4d9d678bb0e6edd9481bdb4e998c1810c7300ce79d65078,5ea867c94c6d2df4e4d9d678bb0e6edd9481bdb4e998c1810c7300ce79d65078,f76d348c01ae4d1372bfbd34f9363dc75ef81d1cae51f77dc082703925923ab8,f76d348c01ae4d1372bfbd34f9363dc75ef81d1cae51f77dc082703925923ab8
G-977,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,326bd6cf3f59cfad,326bd6cf3f59cfad,3ec9ee0a20cb9ec99861a6c5cf687b60e55a2043293119f53ed36bf552f7dd05,3ec9ee0a20cb9ec99861a6c5cf687b60e55a2043293119f53ed36bf552f7dd05,f97ae91b18860494270c1cd7e7f9bc01024af475efa3946777afdbbefa571b08,f97ae91b18860494270c1cd7e7f9bc01024af475efa3946777afdbbefa571b08
G-982,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,b3e39bf00566e548,b3e39bf00566e548,b0098c9f0e1d98042cfbf5f186e6f67fa9936b735cf711f6855a0784d2c21f1c,b0098c9f0e1d98042cfbf5f186e6f67fa9936b735cf711f6855a0784d2c21f1c,66bf11ef54d592d5fe809602983325676bf0cb2d97d0b6044326b4e28764c83d,66bf11ef54d592d5fe809602983325676bf0cb2d97d0b6044326b4e28764c83d
G-992,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,e9d90cf0fb1ebeeb,e9d90cf0fb1ebeeb,dd9d542b1480e9054dc318eaa59d3d95275e34ed9294372b1a4cf8a620c51e54,dd9d542b1480e9054dc318eaa59d3d95275e34ed9294372b1a4cf8a620c51e54,5afc9da7a0074c31a1e6d7a3553a5067eed999e127e7ecdda18095831eb3c043,5afc9da7a0074c31a1e6d7a3553a5067eed999e127e7ecdda18095831eb3c043
G-996,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,c60ee213380adf96,c60ee213380adf96,d3d2ace217b7df33b9f762f406e3b861ee569287389e941ccaecc72f8861dd52,d3d2ace217b7df33b9f762f406e3b861ee569287389e941ccaecc72f8861dd52,604a9a4665d5e12c2029d16395bfa59f87ec429c90719b68dcc9678613e6045e,604a9a4665d5e12c2029d16395bfa59f87ec429c90719b68dcc9678613e6045e
G-999,pass,OK,10,1000,50,1,50,2000,40,40,3010,10,1000,2000,1,3010,3010,385404295e868bfb,385404295e868bfb,3c91cf4f1096648befdbe8afad0051cef55cfc236063664c234ab5c86ad22e16,3c91cf4f1096648befdbe8afad0051cef55cfc236063664c234ab5c86ad22e16,6aa9b09378896502c4e5f465a97b958e2329bffe6effe28caf3a96e5ed531e8a,6aa9b09378896502c4e5f465a97b958e2329bffe6effe28caf3a96e5ed531e8a
